model,dataset,condition,layer,rel_l2,cos_dist
llama,squad,noise_1_character,0,0.050130547154694796,0.032437297347933054
llama,squad,noise_1_character,1,0.04608503075316548,0.02732318587601185
llama,squad,noise_1_character,2,0.04726400991901755,0.027910201754420997
llama,squad,noise_1_character,3,0.04657940413802862,0.027202040003612638
llama,squad,noise_1_character,4,0.04648691004142165,0.026557705607265236
llama,squad,noise_1_character,5,0.0463650825433433,0.02596227019093931
llama,squad,noise_1_character,6,0.046176750157028434,0.02525563331320882
llama,squad,noise_1_character,7,0.046386423129588364,0.02475445413030684
llama,squad,noise_1_character,8,0.04654968269169331,0.024732198901474475
llama,squad,noise_1_character,9,0.04654184721410275,0.024179126182571054
llama,squad,noise_1_character,10,0.0457105578482151,0.023169527081772685
llama,squad,noise_1_character,11,0.045192553997039794,0.023360817981883882
llama,squad,noise_1_character,12,0.04574042536318302,0.023642884669825434
llama,squad,noise_1_character,13,0.044471081737428905,0.022552628684788942
llama,squad,noise_1_character,14,0.043819746859371664,0.022169626420363783
llama,squad,noise_1_character,15,0.04419023768976331,0.02288284830749035
llama,squad,noise_1_character,16,0.04354286912828684,0.02272916065528989
llama,squad,noise_1_character,17,0.042813784908503294,0.022108848914504053
llama,squad,noise_1_character,18,0.04278401546180248,0.022530149249359966
llama,squad,noise_1_character,19,0.042563397269696,0.022313001593574883
llama,squad,noise_1_character,20,0.04267424363642931,0.022309907665476202
llama,squad,noise_1_character,21,0.04303499560803175,0.022755177905783058
llama,squad,noise_1_character,22,0.04245894160121679,0.022171199889853596
llama,squad,noise_1_character,23,0.04221617728471756,0.02185023292899132
llama,squad,noise_1_character,24,0.04168643351644277,0.021159863732755184
llama,squad,noise_1_character,25,0.041714036222547296,0.02081123076379299
llama,squad,noise_1_character,26,0.04194355977699161,0.02051794041879475
llama,squad,noise_1_character,27,0.041319419778883454,0.01933554264716804
llama,squad,noise_1_character,28,0.041893520932644604,0.01964103626087308
llama,squad,noise_1_character,29,0.041973778922110794,0.019337411671876907
llama,squad,noise_1_character,30,0.04291986290365458,0.01983500654809177
llama,squad,noise_1_character,31,0.043894661031663416,0.02049699549563229
llama,squad,noise_1_character,32,0.04561410967260599,0.023039064640179276
llama,squad,noise_2_word_dropout,0,0.051466097235679624,0.03392861153930426
llama,squad,noise_2_word_dropout,1,0.04936263917945325,0.02867925045080483
llama,squad,noise_2_word_dropout,2,0.048163844011723994,0.029022594373673202
llama,squad,noise_2_word_dropout,3,0.047408588044345376,0.02824639244005084
llama,squad,noise_2_word_dropout,4,0.04661775076761842,0.026918151611462236
llama,squad,noise_2_word_dropout,5,0.04641020867973566,0.025932418704032897
llama,squad,noise_2_word_dropout,6,0.04657609911635518,0.025160388620570302
llama,squad,noise_2_word_dropout,7,0.04650391571223736,0.024368882356211544
llama,squad,noise_2_word_dropout,8,0.0470460513420403,0.024363706149160863
llama,squad,noise_2_word_dropout,9,0.04638794839382172,0.023555760383605958
llama,squad,noise_2_word_dropout,10,0.04527791364118457,0.02230392481200397
llama,squad,noise_2_word_dropout,11,0.04538409166038036,0.022374117104336618
llama,squad,noise_2_word_dropout,12,0.046031245477497575,0.022619492635130883
llama,squad,noise_2_word_dropout,13,0.045508801247924564,0.021820045514032244
llama,squad,noise_2_word_dropout,14,0.044620873685926196,0.021463315207511185
llama,squad,noise_2_word_dropout,15,0.04561719201505184,0.022523260219022633
llama,squad,noise_2_word_dropout,16,0.04525839475914836,0.022681715115904808
llama,squad,noise_2_word_dropout,17,0.04496650017797947,0.022552850814536216
llama,squad,noise_2_word_dropout,18,0.04502474918961525,0.022663122760131955
llama,squad,noise_2_word_dropout,19,0.044694736301898956,0.022261183122172953
llama,squad,noise_2_word_dropout,20,0.044197044316679236,0.0219915369246155
llama,squad,noise_2_word_dropout,21,0.04472414230927825,0.02259719295427203
llama,squad,noise_2_word_dropout,22,0.04394711151719093,0.021707125324755907
llama,squad,noise_2_word_dropout,23,0.043527590073645116,0.02110847515054047
llama,squad,noise_2_word_dropout,24,0.04263180565088987,0.020166877657175064
llama,squad,noise_2_word_dropout,25,0.04227347712963819,0.019625146873295307
llama,squad,noise_2_word_dropout,26,0.04201218813657761,0.019216447621583938
llama,squad,noise_2_word_dropout,27,0.04088392075151205,0.017906978754326702
llama,squad,noise_2_word_dropout,28,0.04080257987603545,0.017716345200315117
llama,squad,noise_2_word_dropout,29,0.0405514900572598,0.017342099929228427
llama,squad,noise_2_word_dropout,30,0.04095335718244314,0.0176650055591017
llama,squad,noise_2_word_dropout,31,0.041826816834509374,0.018351998403668402
llama,squad,noise_2_word_dropout,32,0.04492205271497369,0.021364005776122214
llama,squad,noise_3_token_shuffle,0,0.0174975042976439,0.011538074119016528
llama,squad,noise_3_token_shuffle,1,0.017713525500148534,0.009757461221888662
llama,squad,noise_3_token_shuffle,2,0.019163281358778476,0.010292191039770842
llama,squad,noise_3_token_shuffle,3,0.01917378919199109,0.010220069009810685
llama,squad,noise_3_token_shuffle,4,0.019426795244216918,0.009874087357893586
llama,squad,noise_3_token_shuffle,5,0.01951900962740183,0.00955399714410305
llama,squad,noise_3_token_shuffle,6,0.019722501169890164,0.009432217190042138
llama,squad,noise_3_token_shuffle,7,0.0198366947285831,0.009220887264236808
llama,squad,noise_3_token_shuffle,8,0.020240640323609112,0.00922895709052682
llama,squad,noise_3_token_shuffle,9,0.020422813314944506,0.00910722753033042
llama,squad,noise_3_token_shuffle,10,0.01989843023940921,0.008564978474751114
llama,squad,noise_3_token_shuffle,11,0.019856435991823674,0.008692490579560399
llama,squad,noise_3_token_shuffle,12,0.019864318352192642,0.008657443644478917
llama,squad,noise_3_token_shuffle,13,0.019416214283555746,0.00820945699699223
llama,squad,noise_3_token_shuffle,14,0.01899294514209032,0.007974711218848825
llama,squad,noise_3_token_shuffle,15,0.019327856060117485,0.008291655955836176
llama,squad,noise_3_token_shuffle,16,0.018949804976582527,0.008116140477359295
llama,squad,noise_3_token_shuffle,17,0.018466894533485174,0.007810499062761664
llama,squad,noise_3_token_shuffle,18,0.018155929278582335,0.007679477240890265
llama,squad,noise_3_token_shuffle,19,0.017708680471405388,0.00740067564882338
llama,squad,noise_3_token_shuffle,20,0.017586437743157147,0.007377277687191963
llama,squad,noise_3_token_shuffle,21,0.01775325782597065,0.007574895760044455
llama,squad,noise_3_token_shuffle,22,0.01740472358651459,0.007254318138584495
llama,squad,noise_3_token_shuffle,23,0.017238463824614882,0.007102699475362897
llama,squad,noise_3_token_shuffle,24,0.016867002230137585,0.006809339597821235
llama,squad,noise_3_token_shuffle,25,0.01666567524895072,0.006610557492822408
llama,squad,noise_3_token_shuffle,26,0.016512915678322315,0.0064686568174511195
llama,squad,noise_3_token_shuffle,27,0.0160328670963645,0.006083451611921191
llama,squad,noise_3_token_shuffle,28,0.01595482270233333,0.006036844421178102
llama,squad,noise_3_token_shuffle,29,0.015792800383642315,0.005885890685021877
llama,squad,noise_3_token_shuffle,30,0.01586010940372944,0.005959485014900565
llama,squad,noise_3_token_shuffle,31,0.016061762673780323,0.0060933281295001505
llama,squad,noise_3_token_shuffle,32,0.016877595307305454,0.006834470927715302
llama,squad,noise_4_semantic,0,0.06326344856992364,0.04249092970043421
llama,squad,noise_4_semantic,1,0.06108573002740741,0.036770639084279536
llama,squad,noise_4_semantic,2,0.06430139344185591,0.038363653998821974
llama,squad,noise_4_semantic,3,0.06416393963620066,0.037766944328323004
llama,squad,noise_4_semantic,4,0.06378747103735805,0.036608099872246384
llama,squad,noise_4_semantic,5,0.06399457499384881,0.03626044104807079
llama,squad,noise_4_semantic,6,0.06377786189317704,0.03551990344189107
llama,squad,noise_4_semantic,7,0.06333426764234901,0.03488186658360064
llama,squad,noise_4_semantic,8,0.06346533231437207,0.034763261638581754
llama,squad,noise_4_semantic,9,0.06301553584635258,0.03372476636432111
llama,squad,noise_4_semantic,10,0.06182993322610855,0.0324641424138099
llama,squad,noise_4_semantic,11,0.061416887827217576,0.03243896652944386
llama,squad,noise_4_semantic,12,0.06234765533357858,0.033037195103242996
llama,squad,noise_4_semantic,13,0.06077768107876182,0.031737824035808444
llama,squad,noise_4_semantic,14,0.06013720437884331,0.03099685413762927
llama,squad,noise_4_semantic,15,0.0613377552293241,0.03196117618121207
llama,squad,noise_4_semantic,16,0.061565911080688235,0.03265168224461377
llama,squad,noise_4_semantic,17,0.060656740684062245,0.031767600448802114
llama,squad,noise_4_semantic,18,0.061064267922192814,0.032210949677973985
llama,squad,noise_4_semantic,19,0.06056149123236537,0.03160029229708016
llama,squad,noise_4_semantic,20,0.06040727499872446,0.03128755101002753
llama,squad,noise_4_semantic,21,0.06105907635763288,0.03171410411596298
llama,squad,noise_4_semantic,22,0.06064514437690377,0.030737299090251326
llama,squad,noise_4_semantic,23,0.06042587818577885,0.030081003410741686
llama,squad,noise_4_semantic,24,0.05961072795093059,0.02866685116663575
llama,squad,noise_4_semantic,25,0.059017335288226606,0.027707840176299216
llama,squad,noise_4_semantic,26,0.058694544266909364,0.026993453027680515
llama,squad,noise_4_semantic,27,0.057073053047060965,0.025054136607795954
llama,squad,noise_4_semantic,28,0.05674283886328339,0.0244758515432477
llama,squad,noise_4_semantic,29,0.056354718785732984,0.023959794798865914
llama,squad,noise_4_semantic,30,0.05658081449568272,0.02404003046452999
llama,squad,noise_4_semantic,31,0.05728972427546978,0.02480009357444942
llama,squad,noise_4_semantic,32,0.06121868271380663,0.029462940664961933
llama,squad,noise_5_adversarial,0,0.013110948354005813,0.008014454385265707
llama,squad,noise_5_adversarial,1,0.0140561780706048,0.00657978642731905
llama,squad,noise_5_adversarial,2,0.01644960186444223,0.006531323632225394
llama,squad,noise_5_adversarial,3,0.017217354625463487,0.006298877103254199
llama,squad,noise_5_adversarial,4,0.018160192146897316,0.006144870035350323
llama,squad,noise_5_adversarial,5,0.018707753866910936,0.006068604225292802
llama,squad,noise_5_adversarial,6,0.01909986760467291,0.0057539774663746355
llama,squad,noise_5_adversarial,7,0.019425130914896727,0.005761113408952951
llama,squad,noise_5_adversarial,8,0.019967458881437777,0.0057193673402071
llama,squad,noise_5_adversarial,9,0.020277307871729135,0.005500103374943137
llama,squad,noise_5_adversarial,10,0.02043576205149293,0.005452306242659688
llama,squad,noise_5_adversarial,11,0.020604775715619326,0.005498002907261252
llama,squad,noise_5_adversarial,12,0.021342686731368302,0.005588221764191985
llama,squad,noise_5_adversarial,13,0.02072017513215542,0.0053182023297995325
llama,squad,noise_5_adversarial,14,0.020808780267834663,0.005523886969313025
llama,squad,noise_5_adversarial,15,0.020856997836381196,0.005578481303527952
llama,squad,noise_5_adversarial,16,0.0205294188298285,0.005815929779782891
llama,squad,noise_5_adversarial,17,0.02003731967881322,0.005667221732437611
llama,squad,noise_5_adversarial,18,0.01980093088001013,0.005814177952706814
llama,squad,noise_5_adversarial,19,0.01947519091889262,0.005536419190466404
llama,squad,noise_5_adversarial,20,0.01970623169094324,0.005579515006393194
llama,squad,noise_5_adversarial,21,0.019971394762396812,0.005689433300867677
llama,squad,noise_5_adversarial,22,0.02005207696929574,0.005527596166357398
llama,squad,noise_5_adversarial,23,0.020327838584780693,0.005502967545762658
llama,squad,noise_5_adversarial,24,0.020436771139502527,0.005317403385415673
llama,squad,noise_5_adversarial,25,0.020623754877597093,0.005186626575887203
llama,squad,noise_5_adversarial,26,0.020963372439146043,0.005117826191708446
llama,squad,noise_5_adversarial,27,0.02085493415594101,0.004785933867096901
llama,squad,noise_5_adversarial,28,0.021068552918732168,0.004712759470567107
llama,squad,noise_5_adversarial,29,0.021274597495794297,0.004649411235004663
llama,squad,noise_5_adversarial,30,0.021585040614008903,0.004648559484630823
llama,squad,noise_5_adversarial,31,0.022157393228262663,0.004910572841763497
llama,squad,noise_5_adversarial,32,0.023191645666956903,0.006065450804308057
llama,ms_marco,noise_1_character,0,0.09358914770185947,0.06052342957817018
llama,ms_marco,noise_1_character,1,0.08450168846175074,0.051047474564984444
llama,ms_marco,noise_1_character,2,0.08711978274397553,0.052198479287326335
llama,ms_marco,noise_1_character,3,0.08489103766158224,0.05084263361059129
llama,ms_marco,noise_1_character,4,0.08348140381276607,0.04890078252181411
llama,ms_marco,noise_1_character,5,0.08259521257132292,0.04749068880453706
llama,ms_marco,noise_1_character,6,0.0814665381796658,0.045920404540374875
llama,ms_marco,noise_1_character,7,0.08118265664204954,0.04478945481590926
llama,ms_marco,noise_1_character,8,0.08161110781133175,0.044825170785188675
llama,ms_marco,noise_1_character,9,0.08031791754066944,0.04320943789556622
llama,ms_marco,noise_1_character,10,0.07842989087104797,0.04098876454867423
llama,ms_marco,noise_1_character,11,0.0776716441847384,0.04163226885721087
llama,ms_marco,noise_1_character,12,0.07850301258265972,0.042376502053812146
llama,ms_marco,noise_1_character,13,0.07545677984133363,0.03956323584541679
llama,ms_marco,noise_1_character,14,0.07533413507044315,0.039495800202712414
llama,ms_marco,noise_1_character,15,0.07590059462934733,0.04069742533378303
llama,ms_marco,noise_1_character,16,0.07570748180150985,0.04079382984898985
llama,ms_marco,noise_1_character,17,0.07434556974098086,0.03972990212962031
llama,ms_marco,noise_1_character,18,0.0749182329326868,0.04099007136188448
llama,ms_marco,noise_1_character,19,0.07455657836049795,0.040716303326189515
llama,ms_marco,noise_1_character,20,0.07453637460246682,0.04058990752324462
llama,ms_marco,noise_1_character,21,0.07519529083743691,0.04128551479429007
llama,ms_marco,noise_1_character,22,0.07388311583548784,0.039903668919578195
llama,ms_marco,noise_1_character,23,0.0735112608037889,0.03962088198401034
llama,ms_marco,noise_1_character,24,0.07256225794553757,0.03860027696006
llama,ms_marco,noise_1_character,25,0.07234573179855942,0.03793527700006962
llama,ms_marco,noise_1_character,26,0.07239308111369609,0.03737030969001353
llama,ms_marco,noise_1_character,27,0.07128404656425119,0.03558015113696456
llama,ms_marco,noise_1_character,28,0.07220854926854373,0.03617790251970291
llama,ms_marco,noise_1_character,29,0.0722129862755537,0.03590014265850186
llama,ms_marco,noise_1_character,30,0.07359382206574082,0.03675605699419975
llama,ms_marco,noise_1_character,31,0.07480022270232439,0.03765896870754659
llama,ms_marco,noise_1_character,32,0.0762465027719736,0.041244660010561346
llama,ms_marco,noise_2_word_dropout,0,0.08367969244718551,0.05499226330775439
llama,ms_marco,noise_2_word_dropout,1,0.08006281219422817,0.04662653900697924
llama,ms_marco,noise_2_word_dropout,2,0.0763341779075563,0.046743525836574505
llama,ms_marco,noise_2_word_dropout,3,0.07407069310545922,0.0454250108816019
llama,ms_marco,noise_2_word_dropout,4,0.07247590435668826,0.042970426165285305
llama,ms_marco,noise_2_word_dropout,5,0.07090743206441402,0.041070365294427764
llama,ms_marco,noise_2_word_dropout,6,0.07026668898761272,0.039637316051436874
llama,ms_marco,noise_2_word_dropout,7,0.06989099510014057,0.03855136055579967
llama,ms_marco,noise_2_word_dropout,8,0.0696701392903924,0.038111903106006546
llama,ms_marco,noise_2_word_dropout,9,0.06786167714744806,0.036481557882307725
llama,ms_marco,noise_2_word_dropout,10,0.06591806661337614,0.034144049893275685
llama,ms_marco,noise_2_word_dropout,11,0.06663596376776695,0.03450720790013708
llama,ms_marco,noise_2_word_dropout,12,0.06757578622549772,0.03513738062972838
llama,ms_marco,noise_2_word_dropout,13,0.0655419060960412,0.03284220918829878
llama,ms_marco,noise_2_word_dropout,14,0.06493458461016416,0.03292954476121162
llama,ms_marco,noise_2_word_dropout,15,0.06635636981576681,0.03421618818350908
llama,ms_marco,noise_2_word_dropout,16,0.06639797937124968,0.03471153929592608
llama,ms_marco,noise_2_word_dropout,17,0.06600243706256151,0.034335194370398094
llama,ms_marco,noise_2_word_dropout,18,0.06719372868537903,0.035269983654354194
llama,ms_marco,noise_2_word_dropout,19,0.0671428145468235,0.03507465781193382
llama,ms_marco,noise_2_word_dropout,20,0.06667072381824254,0.03480154633702362
llama,ms_marco,noise_2_word_dropout,21,0.06713358748704196,0.03545319459452127
llama,ms_marco,noise_2_word_dropout,22,0.06599472936242819,0.034127938218927595
llama,ms_marco,noise_2_word_dropout,23,0.06582070391625167,0.03384864677475864
llama,ms_marco,noise_2_word_dropout,24,0.0647612289711833,0.03271085839267549
llama,ms_marco,noise_2_word_dropout,25,0.06411712389439345,0.031972330593927706
llama,ms_marco,noise_2_word_dropout,26,0.06348358053714037,0.03131356622048451
llama,ms_marco,noise_2_word_dropout,27,0.061933326981961724,0.029496120479021323
llama,ms_marco,noise_2_word_dropout,28,0.06177546013146639,0.02920125358849175
llama,ms_marco,noise_2_word_dropout,29,0.061280226074159144,0.02872666166184864
llama,ms_marco,noise_2_word_dropout,30,0.06162351787090301,0.029022453141850306
llama,ms_marco,noise_2_word_dropout,31,0.062477447129786014,0.029758363052763925
llama,ms_marco,noise_2_word_dropout,32,0.06575617790222169,0.03277909026465643
llama,ms_marco,noise_3_token_shuffle,0,0.02463989779353142,0.01607132193347617
llama,ms_marco,noise_3_token_shuffle,1,0.025019458048045635,0.013505856088484798
llama,ms_marco,noise_3_token_shuffle,2,0.027594479247927666,0.013884274019260871
llama,ms_marco,noise_3_token_shuffle,3,0.027798025012016295,0.01350757159669632
llama,ms_marco,noise_3_token_shuffle,4,0.028634016439318656,0.012832447812013238
llama,ms_marco,noise_3_token_shuffle,5,0.029136010967195033,0.012405924600402827
llama,ms_marco,noise_3_token_shuffle,6,0.029652968272566794,0.012263495615284939
llama,ms_marco,noise_3_token_shuffle,7,0.03005396530032158,0.01211672232381358
llama,ms_marco,noise_3_token_shuffle,8,0.030911497958004474,0.012394411819628495
llama,ms_marco,noise_3_token_shuffle,9,0.031215153969824314,0.012247833684527434
llama,ms_marco,noise_3_token_shuffle,10,0.03045845691114664,0.011343339268490666
llama,ms_marco,noise_3_token_shuffle,11,0.03078047752380371,0.0115822601247619
llama,ms_marco,noise_3_token_shuffle,12,0.03130202885717154,0.01185629219266596
llama,ms_marco,noise_3_token_shuffle,13,0.030406844280660154,0.01103524312301669
llama,ms_marco,noise_3_token_shuffle,14,0.030174354761838912,0.01078510547246264
llama,ms_marco,noise_3_token_shuffle,15,0.030493213161826134,0.011157834844159033
llama,ms_marco,noise_3_token_shuffle,16,0.029856648594141007,0.010840788630332021
llama,ms_marco,noise_3_token_shuffle,17,0.028973565883934498,0.010460992347056504
llama,ms_marco,noise_3_token_shuffle,18,0.02859207469969988,0.01031921131043264
llama,ms_marco,noise_3_token_shuffle,19,0.028189390227198602,0.010082739078209429
llama,ms_marco,noise_3_token_shuffle,20,0.027908680960536003,0.00994290630990859
llama,ms_marco,noise_3_token_shuffle,21,0.02795705772936344,0.010071764949364698
llama,ms_marco,noise_3_token_shuffle,22,0.027382275089621544,0.00964456438485893
llama,ms_marco,noise_3_token_shuffle,23,0.02707330361008644,0.00945998870910656
llama,ms_marco,noise_3_token_shuffle,24,0.026616401858627795,0.009144404622736158
llama,ms_marco,noise_3_token_shuffle,25,0.026295076534152032,0.008924599318703007
llama,ms_marco,noise_3_token_shuffle,26,0.02602183923125267,0.008693103860438822
llama,ms_marco,noise_3_token_shuffle,27,0.02528471063822508,0.008152952062514842
llama,ms_marco,noise_3_token_shuffle,28,0.025225378461182116,0.008095595796618565
llama,ms_marco,noise_3_token_shuffle,29,0.024959105737507342,0.007891839103993546
llama,ms_marco,noise_3_token_shuffle,30,0.025059383772313596,0.007983229005561086
llama,ms_marco,noise_3_token_shuffle,31,0.02516090977936983,0.007986659044167527
llama,ms_marco,noise_3_token_shuffle,32,0.025550820007920264,0.00829514189838001
llama,ms_marco,noise_4_semantic,0,0.11445759147405625,0.07574984542094171
llama,ms_marco,noise_4_semantic,1,0.10773215419612825,0.06655566122382879
llama,ms_marco,noise_4_semantic,2,0.11259544388391078,0.06955282617360353
llama,ms_marco,noise_4_semantic,3,0.1126679820753634,0.06866110614500939
llama,ms_marco,noise_4_semantic,4,0.11196159789338708,0.06669732181355358
llama,ms_marco,noise_4_semantic,5,0.11132356777787208,0.06650645079091191
llama,ms_marco,noise_4_semantic,6,0.1098390649817884,0.06507347212173045
llama,ms_marco,noise_4_semantic,7,0.10833323387429118,0.06389095573686063
llama,ms_marco,noise_4_semantic,8,0.10832533229142427,0.06349807485006749
llama,ms_marco,noise_4_semantic,9,0.10645758610218764,0.061177594251930714
llama,ms_marco,noise_4_semantic,10,0.10391226790845394,0.05846601630561054
llama,ms_marco,noise_4_semantic,11,0.10378675868734717,0.05889595402404666
llama,ms_marco,noise_4_semantic,12,0.10496191699057818,0.059887081291526555
llama,ms_marco,noise_4_semantic,13,0.1008921400271356,0.05603225009515882
llama,ms_marco,noise_4_semantic,14,0.10081473302096128,0.05558704260736704
llama,ms_marco,noise_4_semantic,15,0.10288094587624073,0.057384156584739686
llama,ms_marco,noise_4_semantic,16,0.10369134061038494,0.058579325322061775
llama,ms_marco,noise_4_semantic,17,0.10211774053052068,0.056856018211692574
llama,ms_marco,noise_4_semantic,18,0.10372505564242601,0.05839985487051308
llama,ms_marco,noise_4_semantic,19,0.10303814385086298,0.05732873649336398
llama,ms_marco,noise_4_semantic,20,0.10244595412164927,0.05664287067949772
llama,ms_marco,noise_4_semantic,21,0.10307721247896552,0.056993710556998846
llama,ms_marco,noise_4_semantic,22,0.10180152485147119,0.05497241496108472
llama,ms_marco,noise_4_semantic,23,0.10148075260221959,0.05429774503223598
llama,ms_marco,noise_4_semantic,24,0.10014641884714365,0.05217755827121437
llama,ms_marco,noise_4_semantic,25,0.09882376663386822,0.05053537765517831
llama,ms_marco,noise_4_semantic,26,0.097572780251503,0.049106288645416496
llama,ms_marco,noise_4_semantic,27,0.09443858286365867,0.04571566868573427
llama,ms_marco,noise_4_semantic,28,0.09363648150116205,0.04475712369196117
llama,ms_marco,noise_4_semantic,29,0.09273737236857414,0.04400063343346119
llama,ms_marco,noise_4_semantic,30,0.09252207009121775,0.04383425800129771
llama,ms_marco,noise_4_semantic,31,0.09329734113067388,0.04503866620361805
llama,ms_marco,noise_4_semantic,32,0.09978710908442735,0.05297723962925374
llama,ms_marco,noise_5_adversarial,0,0.03859265364706516,0.022692274479195477
llama,ms_marco,noise_5_adversarial,1,0.037270074216648935,0.0201139335334301
llama,ms_marco,noise_5_adversarial,2,0.03863843177445233,0.020237080715596677
llama,ms_marco,noise_5_adversarial,3,0.03879376163706184,0.019751167735084892
llama,ms_marco,noise_5_adversarial,4,0.03854685014113784,0.018916050046682356
llama,ms_marco,noise_5_adversarial,5,0.03780883260071278,0.01840634529478848
llama,ms_marco,noise_5_adversarial,6,0.037317457646131515,0.017698555514216424
llama,ms_marco,noise_5_adversarial,7,0.03727470029145479,0.01784639130346477
llama,ms_marco,noise_5_adversarial,8,0.037564093843102456,0.017224356792867185
llama,ms_marco,noise_5_adversarial,9,0.03675107229501009,0.016116745499894024
llama,ms_marco,noise_5_adversarial,10,0.036354895271360876,0.01556483754888177
llama,ms_marco,noise_5_adversarial,11,0.03570295108482242,0.015495677348226308
llama,ms_marco,noise_5_adversarial,12,0.03630244681611657,0.015879926476627587
llama,ms_marco,noise_5_adversarial,13,0.03443977063521743,0.014533986514434218
llama,ms_marco,noise_5_adversarial,14,0.034647963866591455,0.014658423336222769
llama,ms_marco,noise_5_adversarial,15,0.03495475064963102,0.015044909492135048
llama,ms_marco,noise_5_adversarial,16,0.03635819146409631,0.016549875363707542
llama,ms_marco,noise_5_adversarial,17,0.03582143982872367,0.016531482441350817
llama,ms_marco,noise_5_adversarial,18,0.03586892507970333,0.017169808242470025
llama,ms_marco,noise_5_adversarial,19,0.03555370345711708,0.016937116412445902
llama,ms_marco,noise_5_adversarial,20,0.03582534164190292,0.01693436994217336
llama,ms_marco,noise_5_adversarial,21,0.035929258950054645,0.016976025709882377
llama,ms_marco,noise_5_adversarial,22,0.03527049383148551,0.016324066370725632
llama,ms_marco,noise_5_adversarial,23,0.03499925462529063,0.016076466562226416
llama,ms_marco,noise_5_adversarial,24,0.03449289958924055,0.015459291925653816
llama,ms_marco,noise_5_adversarial,25,0.034221996869891885,0.014997903304174543
llama,ms_marco,noise_5_adversarial,26,0.03410146828740835,0.014649332836270332
llama,ms_marco,noise_5_adversarial,27,0.03310275392606855,0.013764290707185864
llama,ms_marco,noise_5_adversarial,28,0.03294990820810199,0.013442943338304758
llama,ms_marco,noise_5_adversarial,29,0.03282166363671422,0.013249852936714887
llama,ms_marco,noise_5_adversarial,30,0.03272108824923634,0.013004610668867827
llama,ms_marco,noise_5_adversarial,31,0.03321179937571287,0.013604287561029195
llama,ms_marco,noise_5_adversarial,32,0.03589385027065873,0.01571291702799499
llama,qtsumm,noise_1_character,0,0.0,-4.2160972952842715e-08
llama,qtsumm,noise_1_character,1,0.000549350418150425,1.2506358325481414e-06
llama,qtsumm,noise_1_character,2,0.0008934070449322462,3.354409709572792e-06
llama,qtsumm,noise_1_character,3,0.001119148600846529,5.300864577293396e-06
llama,qtsumm,noise_1_character,4,0.0013137085922062398,7.345713675022125e-06
llama,qtsumm,noise_1_character,5,0.0014776623994112014,9.356485679745675e-06
llama,qtsumm,noise_1_character,6,0.0016475030221045016,1.1807195842266082e-05
llama,qtsumm,noise_1_character,7,0.0017515189386904239,1.3741143047809601e-05
llama,qtsumm,noise_1_character,8,0.001871926449239254,1.6553904861211776e-05
llama,qtsumm,noise_1_character,9,0.0019892916083335877,1.9679246470332146e-05
llama,qtsumm,noise_1_character,10,0.0020346006751060484,2.248341217637062e-05
llama,qtsumm,noise_1_character,11,0.0021260665729641915,2.5051701813936235e-05
llama,qtsumm,noise_1_character,12,0.0022357000410556794,2.8927726671099663e-05
llama,qtsumm,noise_1_character,13,0.0021463948488235473,2.7151992544531822e-05
llama,qtsumm,noise_1_character,14,0.0020975089818239213,2.8010932728648184e-05
llama,qtsumm,noise_1_character,15,0.0020821170136332513,2.72394809871912e-05
llama,qtsumm,noise_1_character,16,0.0019698216393589972,2.587776631116867e-05
llama,qtsumm,noise_1_character,17,0.001856515035033226,2.271438017487526e-05
llama,qtsumm,noise_1_character,18,0.0018251221999526024,2.3538703098893167e-05
llama,qtsumm,noise_1_character,19,0.0018238073401153087,2.5201989337801934e-05
llama,qtsumm,noise_1_character,20,0.0018441518023610114,2.623741514980793e-05
llama,qtsumm,noise_1_character,21,0.0018816018849611281,2.8090178966522215e-05
llama,qtsumm,noise_1_character,22,0.0019125739112496377,3.0853534117341045e-05
llama,qtsumm,noise_1_character,23,0.0019466033205389976,3.3292397856712343e-05
llama,qtsumm,noise_1_character,24,0.001990233138203621,3.836429677903652e-05
llama,qtsumm,noise_1_character,25,0.0020461066067218783,4.324215464293957e-05
llama,qtsumm,noise_1_character,26,0.0021224900521337985,4.561151377856731e-05
llama,qtsumm,noise_1_character,27,0.002159256171435118,4.958762787282467e-05
llama,qtsumm,noise_1_character,28,0.0022018252313137053,5.211561918258667e-05
llama,qtsumm,noise_1_character,29,0.0022478798031806946,5.08201215416193e-05
llama,qtsumm,noise_1_character,30,0.0023585348203778267,5.175955593585968e-05
llama,qtsumm,noise_1_character,31,0.0023566357046365736,4.55119926482439e-05
llama,qtsumm,noise_1_character,32,0.002320193871855736,3.718671388924122e-05
llama,qtsumm,noise_2_word_dropout,0,0.0,-4.2160972952842715e-08
llama,qtsumm,noise_2_word_dropout,1,0.00026083651930093767,5.877669900655747e-07
llama,qtsumm,noise_2_word_dropout,2,0.0004639931954443455,1.8049310892820358e-06
llama,qtsumm,noise_2_word_dropout,3,0.0005924391001462937,2.9524508863687516e-06
llama,qtsumm,noise_2_word_dropout,4,0.0006955514661967754,4.103677347302437e-06
llama,qtsumm,noise_2_word_dropout,5,0.0007775535061955452,5.16524538397789e-06
llama,qtsumm,noise_2_word_dropout,6,0.0008647503890097142,6.460361182689667e-06
llama,qtsumm,noise_2_word_dropout,7,0.0009345498122274875,7.916241884231567e-06
